dependency_id,app_id,library_name,version,risk_status,risk_type,severity,cve_ids,is_false_positive_trap,explanation
DEP-0399,APP-008,org.springframework.boot:spring-boot-starter-logging,0.17.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0400,APP-008,boto3,5.11.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0401,APP-009,body-parser,0.5.2,AT_RISK,vulnerable_dependency,HIGH,CVE-2025-1137,False,"body-parser@0.5.2 is affected by 1 known vulnerability(ies); the worst is CVE-2025-1137 (CVSS 8.9, HIGH). A patch is available."
DEP-0402,APP-009,async,1.4.8,AT_RISK,unmaintained,LOW,,True,"async has had no release in 1077 days (~2 years) and has 25 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0403,APP-009,left-pad,1.14.1,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1024;CVE-2019-1183;CVE-2020-1023;CVE-2020-1060;CVE-2020-1170;CVE-2025-1154,False,"left-pad@1.14.1 is affected by 6 known vulnerability(ies); the worst is CVE-2020-1170 (CVSS 8.6, HIGH). A patch is available."
DEP-0404,APP-009,axios,2.0.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1174;CVE-2021-1162;CVE-2023-1044;CVE-2023-1122;CVE-2025-1127,False,"axios@2.0.4 is affected by 5 known vulnerability(ies); the worst is CVE-2021-1162 (CVSS 8.5, HIGH). A patch is available."
DEP-0405,APP-009,serialize-javascript,1.8.9,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2021-1110;CVE-2022-1016,False,"serialize-javascript@1.8.9 is affected by 2 known vulnerability(ies); the worst is CVE-2022-1016 (CVSS 9.4, CRITICAL). A patch is available."
DEP-0406,APP-009,lodash,2.15.9,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1124;CVE-2020-8203;CVE-2022-1011;CVE-2022-1159,False,"lodash@2.15.9 is affected by 4 known vulnerability(ies); the worst is CVE-2020-8203 (CVSS 7.4, HIGH). A patch is available."
DEP-0407,APP-009,tar,0.10.1,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2019-1084,False,"tar@0.10.1 is affected by 1 known vulnerability(ies); the worst is CVE-2019-1084 (CVSS 6.4, MEDIUM). A patch is available."
DEP-0408,APP-009,webpack,3.15.6,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1062;CVE-2020-1020;CVE-2020-1160;CVE-2022-1047;CVE-2023-1040,False,"webpack@3.15.6 is affected by 5 known vulnerability(ies); the worst is CVE-2020-1020 (CVSS 8.7, HIGH). A patch is available."
DEP-0409,APP-009,handlebars,2.7.3,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1126;CVE-2020-1141;CVE-2022-1138;CVE-2023-1019;CVE-2025-1089,False,"handlebars@2.7.3 is affected by 5 known vulnerability(ies); the worst is CVE-2025-1089 (CVSS 8.2, HIGH). A patch is available."
DEP-0410,APP-009,babel-core,4.6.2,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2022-1077;CVE-2022-1153;CVE-2025-1042,False,"babel-core@4.6.2 is affected by 3 known vulnerability(ies); the worst is CVE-2022-1077 (CVSS 9.2, CRITICAL). A patch is available."
DEP-0411,APP-009,pydantic,0.1.5,AT_RISK,license_conflict,MEDIUM,,False,"EPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0412,APP-009,js-yaml,2.18.5,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0413,APP-009,flatmap-stream,5.18.12,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-3.0 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0414,APP-009,org.quartz-scheduler:quartz,3.6.12,AT_RISK,license_conflict,MEDIUM,,False,"EPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0415,APP-009,marked,0.4.0,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2023-1094,False,"marked@0.4.0 is affected by 1 known vulnerability(ies); the worst is CVE-2023-1094 (CVSS 5.6, MEDIUM). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0416,APP-009,sqlalchemy,6.17.2,AT_RISK,license_conflict,MEDIUM,,False,"EPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0417,APP-009,ansi-regex,1.13.0,CLEAN,none,NONE,,False,"GPL-2.0 is present, but this application is not distributed externally, so copyleft is never triggered. Accepted risk — document it."
DEP-0418,APP-009,event-stream,0.10.5,AT_RISK,unmaintained,MEDIUM,,False,"event-stream has had no release in 957 days (~2 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0419,APP-009,jsonwebtoken,5.9.6,AT_RISK,unmaintained,LOW,,False,"jsonwebtoken has had no release in 950 days (~2 years) and has 5 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0420,APP-009,xmldom,2.3.2,AT_RISK,unmaintained,MEDIUM,,False,"xmldom has had no release in 1146 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0421,APP-009,ws,3.13.8,AT_RISK,unmaintained,LOW,,False,"ws has had no release in 1247 days (~3 years) and has 19 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0422,APP-009,express,3.16.6,AT_RISK,unmaintained,LOW,,False,"express has had no release in 1763 days (~4 years) and has 3 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0423,APP-009,underscore,3.0.11,AT_RISK,unmaintained,MEDIUM,,False,"underscore has had no release in 778 days (~2 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0424,APP-009,decode-uri-component,3.20.7,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0425,APP-009,socket.io,2.12.6,AT_RISK,transitive_vulnerability,HIGH,CVE-2023-1068;CVE-2024-1032;CVE-2025-1038;CVE-2025-1091,False,"socket.io@2.12.6 is affected by 4 known vulnerability(ies); the worst is CVE-2025-1038 (CVSS 7.7, HIGH). It is reached TRANSITIVELY via decode-uri-component, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0426,APP-009,react-dom,2.16.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0427,APP-009,shell-quote,0.2.3,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0428,APP-009,semver-regex,0.19.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0429,APP-009,minimist,0.13.5,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2021-1133;CVE-2023-1071;CVE-2023-1168,False,"minimist@0.13.5 is affected by 3 known vulnerability(ies); the worst is CVE-2021-1133 (CVSS 9.3, CRITICAL). It is reached TRANSITIVELY via semver-regex, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0430,APP-009,nth-check,1.1.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0431,APP-009,cookie-parser,2.12.3,AT_RISK,transitive_vulnerability,HIGH,CVE-2023-1078;CVE-2025-1114,False,"cookie-parser@2.12.3 is affected by 2 known vulnerability(ies); the worst is CVE-2023-1078 (CVSS 8.2, HIGH). It is reached TRANSITIVELY via nth-check, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0432,APP-009,glob-parent,1.12.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0433,APP-009,vm2,0.15.8,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2023-37903,False,"vm2@0.15.8 is affected by 1 known vulnerability(ies); the worst is CVE-2023-37903 (CVSS 9.8, CRITICAL). It is reached TRANSITIVELY via glob-parent, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0434,APP-009,tornado,2.0.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0435,APP-009,click,2.0.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0436,APP-009,org.springframework.boot:spring-boot-starter-logging,4.14.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0437,APP-009,lxml,5.7.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0438,APP-009,org.springframework:spring-web,0.10.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0439,APP-009,org.bouncycastle:bcprov-jdk15on,1.12.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0440,APP-009,setuptools,3.15.12,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0441,APP-009,org.slf4j:slf4j-api,4.14.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0442,APP-009,paramiko,3.19.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0443,APP-009,boto3,0.0.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0444,APP-009,certifi,0.8.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0445,APP-009,cryptography,3.2.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0446,APP-009,org.apache.logging.log4j:log4j-api,3.19.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0447,APP-009,org.springframework:spring-web,4.9.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0448,APP-009,setuptools,0.17.8,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0449,APP-009,setuptools,3.19.10,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0450,APP-009,org.slf4j:slf4j-api,5.0.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0451,APP-010,org.springframework.boot:spring-boot-starter-web,2.5.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1012;CVE-2023-1088;CVE-2023-1100;CVE-2024-1129;CVE-2024-1177,False,"org.springframework.boot:spring-boot-starter-web@2.5.4 is affected by 5 known vulnerability(ies); the worst is CVE-2020-1012 (CVSS 8.0, HIGH). A patch is available."
DEP-0452,APP-010,org.springframework.boot:spring-boot-starter-logging,2.5.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0453,APP-010,org.apache.logging.log4j:log4j-core,2.14.1,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2021-44228;CVE-2025-1142,False,"org.apache.logging.log4j:log4j-core@2.14.1 is affected by 2 known vulnerability(ies); the worst is CVE-2021-44228 (CVSS 10.0, CRITICAL). It is reached TRANSITIVELY via org.springframework.boot:spring-boot-starter-logging, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0454,APP-010,org.apache.logging.log4j:log4j-api,2.14.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0455,APP-010,com.fasterxml.jackson.core:jackson-core,3.6.9,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1025;CVE-2020-1067;CVE-2020-1163;CVE-2024-1075,False,"com.fasterxml.jackson.core:jackson-core@3.6.9 is affected by 4 known vulnerability(ies); the worst is CVE-2020-1025 (CVSS 8.1, HIGH). A patch is available."
DEP-0456,APP-010,io.netty:netty-handler,4.11.7,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2020-1052;CVE-2021-1108;CVE-2021-1123;CVE-2023-1111,False,"io.netty:netty-handler@4.11.7 is affected by 4 known vulnerability(ies); the worst is CVE-2021-1123 (CVSS 6.3, MEDIUM). A patch is available."
DEP-0457,APP-010,ch.qos.logback:logback-classic,1.7.5,CLEAN,none,NONE,,True,"ch.qos.logback:logback-classic@1.7.5 falls inside the published affected range for CVE-2020-1103,CVE-2025-1136, BUT this build carries a backported fix. A naive version-matching scanner raises a FALSE POSITIVE here; it is not vulnerable."
DEP-0458,APP-010,xerces:xercesImpl,2.15.5,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1086;CVE-2024-1150;CVE-2025-1099,False,"xerces:xercesImpl@2.15.5 is affected by 3 known vulnerability(ies); the worst is CVE-2025-1099 (CVSS 7.4, HIGH). A patch is available."
DEP-0459,APP-010,io.jsonwebtoken:jjwt,2.0.0,AT_RISK,vulnerable_dependency,HIGH,CVE-2021-1057;CVE-2022-1102;CVE-2023-1072;CVE-2025-1115,False,"io.jsonwebtoken:jjwt@2.0.0 is affected by 4 known vulnerability(ies); the worst is CVE-2025-1115 (CVSS 8.5, HIGH). A patch is available."
DEP-0460,APP-010,org.springframework:spring-beans,3.3.4,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2022-22965,False,"org.springframework:spring-beans@3.3.4 is affected by 1 known vulnerability(ies); the worst is CVE-2022-22965 (CVSS 9.8, CRITICAL). A patch is available."
DEP-0461,APP-010,org.apache.struts:struts2-core,2.2.7,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2017-5638;CVE-2021-1058;CVE-2022-1081,False,"org.apache.struts:struts2-core@2.2.7 is affected by 3 known vulnerability(ies); the worst is CVE-2017-5638 (CVSS 10.0, CRITICAL). A patch is available."
DEP-0462,APP-010,org.apache.commons:commons-text,1.8.2,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2022-42889,False,"org.apache.commons:commons-text@1.8.2 is affected by 1 known vulnerability(ies); the worst is CVE-2022-42889 (CVSS 9.8, CRITICAL). A patch is available."
DEP-0463,APP-010,org.thymeleaf:thymeleaf,2.4.7,AT_RISK,unmaintained,LOW,,True,"org.thymeleaf:thymeleaf has had no release in 1091 days (~2 years) and has 25 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0464,APP-010,com.google.guava:guava,5.10.8,AT_RISK,unmaintained,LOW,,True,"com.google.guava:guava has had no release in 1225 days (~3 years) and has 12 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0465,APP-010,commons-io:commons-io,2.13.2,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0466,APP-010,httpx,5.4.0,AT_RISK,license_conflict,MEDIUM,,False,"MPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0467,APP-010,boto3,1.14.0,AT_RISK,license_conflict,MEDIUM,,False,"MPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0468,APP-010,webpack,6.16.2,AT_RISK,license_conflict,CRITICAL,,False,AGPL-3.0 is network copyleft: merely SERVING this proprietary application to users triggers the obligation to publish the complete source of the combined work.
DEP-0469,APP-010,tar,5.18.3,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-3.0 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0470,APP-010,shell-quote,4.18.5,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0471,APP-010,react,5.0.6,AT_RISK,unmaintained,LOW,,False,"react has had no release in 1144 days (~3 years) and has 25 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0472,APP-010,commons-collections:commons-collections,0.8.3,AT_RISK,unmaintained,MEDIUM,,False,"commons-collections:commons-collections has had no release in 1271 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0473,APP-010,org.yaml:snakeyaml,2.1.1,AT_RISK,unmaintained,LOW,,False,"org.yaml:snakeyaml has had no release in 877 days (~2 years) and has 3 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0474,APP-010,mysql:mysql-connector-java,0.15.6,AT_RISK,unmaintained,LOW,,False,"mysql:mysql-connector-java has had no release in 1866 days (~5 years) and has 20 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0475,APP-010,com.h2database:h2,3.8.3,AT_RISK,unmaintained,LOW,,False,"com.h2database:h2 has had no release in 1720 days (~4 years) and has 10 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0476,APP-010,commons-codec:commons-codec,3.12.4,AT_RISK,unmaintained,LOW,,False,"commons-codec:commons-codec has had no release in 1905 days (~5 years) and has 9 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0477,APP-010,org.springframework:spring-core,4.16.1,AT_RISK,unmaintained,LOW,,False,"org.springframework:spring-core has had no release in 1652 days (~4 years) and has 8 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0478,APP-010,org.quartz-scheduler:quartz,5.6.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0479,APP-010,com.fasterxml.jackson.core:jackson-databind,2.5.9,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-12384,False,"com.fasterxml.jackson.core:jackson-databind@2.5.9 is affected by 1 known vulnerability(ies); the worst is CVE-2019-12384 (CVSS 8.9, HIGH). It is reached TRANSITIVELY via org.quartz-scheduler:quartz, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0480,APP-010,org.slf4j:slf4j-api,0.13.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0481,APP-010,org.hibernate:hibernate-core,2.6.5,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1013;CVE-2024-1145;CVE-2025-1119,False,"org.hibernate:hibernate-core@2.6.5 is affected by 3 known vulnerability(ies); the worst is CVE-2019-1013 (CVSS 8.7, HIGH). It is reached TRANSITIVELY via org.slf4j:slf4j-api, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0482,APP-010,org.bouncycastle:bcprov-jdk15on,1.2.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0483,APP-010,org.dom4j:dom4j,0.2.3,AT_RISK,transitive_vulnerability,HIGH,CVE-2024-99001,False,"org.dom4j:dom4j@0.2.3 is affected by 1 known vulnerability(ies); the worst is CVE-2024-99001 (CVSS 8.2, HIGH). It is reached TRANSITIVELY via org.bouncycastle:bcprov-jdk15on, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0484,APP-010,org.springframework:spring-web,3.15.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0485,APP-010,decode-uri-component,3.11.0,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0486,APP-010,js-yaml,3.20.11,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0487,APP-010,certifi,1.2.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0488,APP-010,lxml,1.18.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0489,APP-010,tornado,3.4.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0490,APP-010,semver-regex,5.4.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0491,APP-010,nth-check,0.14.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0492,APP-010,setuptools,3.9.12,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0493,APP-010,glob-parent,2.11.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0494,APP-010,cryptography,5.20.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0495,APP-010,click,0.3.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0496,APP-010,react-dom,4.20.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0497,APP-010,paramiko,4.11.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0498,APP-010,paramiko,3.8.11,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0499,APP-010,cryptography,1.1.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0500,APP-010,js-yaml,1.20.8,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
